Borderpoint,Exit,Entry,Month,Flow Volume
Olbernhau,Czech Republic,Germany,2022-09-01,0.0
Oltingue,France,Switzerland,2022-09-01,717.0
Oltingue,Switzerland,France,2022-09-01,0.0
Oude (H-Gas),Netherlands,Germany,2022-09-01,216.0
Oude (H-Gas),Germany,Netherlands,2022-09-01,224.0
Oude (L-Gas),Netherlands,Germany,2022-09-01,156.0
Oude (L-Gas),Germany,Netherlands,2022-09-01,
Panigaglia,Liquefied Natural Gas,Italy,2022-09-01,0.0
Petange,Belgium,Luxembourg,2022-09-01,9.0
Piombino,Liquefied Natural Gas,Italy,2022-09-01,0.0
Privalka,Belarus,Lithuania,2022-09-01,0.0
Remich,Germany,Luxembourg,2022-09-01,0.0
Revithoussa,Liquefied Natural Gas,Greece,2022-09-01,273.0
Revithoussa,Greece,Liquefied Natural Gas,2022-09-01,0.0
Rogatec,Slovenia,Croatia,2022-09-01,27.0
Rogatec,Croatia,Slovenia,2022-09-01,0.0
Ruggel,Austria,Liechtenstein,2022-09-01,1.0
s Gravenvoeren,Belgium,Netherlands,2022-09-01,
s Gravenvoeren,Netherlands,Belgium,2022-09-01,
Sagunto,Liquefied Natural Gas,Spain,2022-09-01,318.0
Sâkiai,Lithuania,Russia,2022-09-01,131.0
Samsun,Russia,Republic of Türkiye,2022-09-01,1008.0
Santaka,Lithuania,Poland,2022-09-01,0.0
Santaka,Poland,Lithuania,2022-09-01,0.0
Saros FSRU,Liquefied Natural Gas,Republic of Türkiye,2022-09-01,
Sines,Liquefied Natural Gas,Portugal,2022-09-01,372.0
Snohvit,Norway,Liquefied Natural Gas,2022-09-01,0.0
South Hook,Liquefied Natural Gas,United Kingdom,2022-09-01,887.0
St Fergus (Alvheim and Edvard Greig),Norway,United Kingdom,2022-09-01,159.0
St Fergus (GB) / Gjoa Gas Pipeline (NO),Norway,United Kingdom,2022-09-01,371.0
St Fergus (GB) / Statfjord-Tampen Link (NO),Norway,United Kingdom,2022-09-01,163.0
St Fergus (Statfjord),Norway,United Kingdom,2022-09-01,486.0
St Fergus (Vesterled),Norway,United Kingdom,2022-09-01,58.0
Stara Zagora,Greece,Bulgaria,2022-09-01,
Stara Zagora,Bulgaria,Greece,2022-09-01,0.0
Swinoujscie,Liquefied Natural Gas,Poland,2022-09-01,0.0
Tarifa,Morocco,Spain,2022-09-01,1.0
Tarifa,Spain,Morocco,2022-09-01,14.0
Tarvisio,Austria,Italy,2022-09-01,443.0
Tarvisio,Italy,Austria,2022-09-01,351.0
Tasnieres (L),Belgium,France,2022-09-01,457.0
Teesside,Liquefied Natural Gas,United Kingdom,2022-09-01,0.0
Teesside via CATS,Norway,United Kingdom,2022-09-01,0.0
Tegelen (OGE),Netherlands,Germany,2022-09-01,0.0
Thayngen,Germany,Switzerland,2022-09-01,0.0
Tietierowka,Belarus,Poland,2022-09-01,0.0
Turkgozu,Georgia,Republic of Türkiye,2022-09-01,710.0
Tuy,Portugal,Spain,2022-09-01,2.0
Tuy,Spain,Portugal,2022-09-01,6.0
Uberackern I,Austria,Germany,2022-09-01,3.0
Uberackern I/II,Germany,Austria,2022-09-01,
Uberackern II,Austria,Germany,2022-09-01,5.0
Uberackern II,Germany,Austria,2022-09-01,
Ungheni,Romania,"Moldova, Republic",2022-09-01,0.0
Varska,Russia,Estonia,2022-09-01,0.0
Velke Kapusany,Ukraine,Slovak Republic,2022-09-01,1085.0
Velke Zlievce,Hungary,Slovak Republic,2022-09-01,6.0
Velke Zlievce,Slovak Republic,Hungary,2022-09-01,6.0
VIP Iberico,Portugal,Spain,2022-09-01,0.0
VIP Iberico,Spain,Portugal,2022-09-01,70.0
VIP Pirineos,France,Spain,2022-09-01,162.0
VIP Pirineos,Spain,France,2022-09-01,23.0
VIP-BENE,Belgium,Netherlands,2022-09-01,
VIP-BENE,Netherlands,Belgium,2022-09-01,
VIP-THE-ZTP,Belgium,Germany,2022-09-01,
VIP-THE-ZTP,Germany,Belgium,2022-09-01,
Virtualys,Belgium,France,2022-09-01,
Virtualys,France,Belgium,2022-09-01,
Vlieghuis (RWE),Netherlands,Germany,2022-09-01,
Vyrava,Poland,Slovak Republic,2022-09-01,0.0
Vyrava,Slovak Republic,Poland,2022-09-01,0.0
Waidhaus,Czech Republic,Germany,2022-09-01,163.0
Waidhaus,Germany,Czech Republic,2022-09-01,72.0
Wallbach,Germany,Switzerland,2022-09-01,0.0
Wallbach,Switzerland,Germany,2022-09-01,279.0
WestGasTransport (WGT) Pipeline,United Kingdom,Netherlands,2022-09-01,49.0
Winterswijk,Germany,Netherlands,2022-09-01,
Winterswijk,Netherlands,Germany,2022-09-01,177.0
Wysokoje,Belarus,Poland,2022-09-01,0.0
Zandvliet (H),Netherlands,Belgium,2022-09-01,
Zandvliet (L),Netherlands,Belgium,2022-09-01,
Zeebrugge (LNG),Belgium,Liquefied Natural Gas,2022-09-01,
Zeebrugge (LNG),Liquefied Natural Gas,Belgium,2022-09-01,757.0
Zeebrugge (ZPT),Norway,Belgium,2022-09-01,1225.0
Zelzate (GTS),Belgium,Netherlands,2022-09-01,1190.0
Zelzate (GTS),Netherlands,Belgium,2022-09-01,0.0
Zelzate (Zebra),Belgium,Netherlands,2022-09-01,
Zevenaar,Germany,Netherlands,2022-09-01,
Zevenaar,Netherlands,Germany,2022-09-01,93.0
Adriatic LNG,Liquefied Natural Gas,Italy,2022-10-01,842.0
Almeria,Algeria,Spain,2022-10-01,694.0
Alveringem,Belgium,France,2022-10-01,0.0
Alveringem,France,Belgium,2022-10-01,527.0
Badajoz,Portugal,Spain,2022-10-01,0.0
Badajoz,Spain,Portugal,2022-10-01,161.0
Baltic Connector Inkoo/Paldiski,Finland,Estonia,2022-10-01,0.0
Baltic Connector Inkoo/Paldiski,Estonia,Finland,2022-10-01,44.0
Barcelona,Liquefied Natural Gas,Spain,2022-10-01,140.0
Basel,Germany,Switzerland,2022-10-01,0.0
Baumgarten,Slovak Republic,Austria,2022-10-01,596.0
Baumgarten,Austria,Slovak Republic,2022-10-01,186.0
Bauska,Latvia,Lithuania,2022-10-01,0.0
BBL,Netherlands,United Kingdom,2022-10-01,0.0
BBL,United Kingdom,Netherlands,2022-10-01,454.0
Beregdaróc,Ukraine,Hungary,2022-10-01,10.0
Beregdaróc,Hungary,Ukraine,2022-10-01,28.0
Bilbao,Liquefied Natural Gas,Spain,2022-10-01,472.0
Biriatou,France,Spain,2022-10-01,
Biriatou,Spain,France,2022-10-01,
Bizzarone Como,Italy,Switzerland,2022-10-01,6.0
Blaregnies (H),Belgium,France,2022-10-01,0.0
Bocholtz,Germany,Netherlands,2022-10-01,
Bocholtz,Netherlands,Germany,2022-10-01,14.0
Bocholtz-Vetschau,Netherlands,Germany,2022-10-01,
Brandov EUGAL,Germany,Czech Republic,2022-10-01,361.0
Brandov OPAL,Germany,Czech Republic,2022-10-01,0.0
Brandov OPAL,Czech Republic,Germany,2022-10-01,0.0
Branice,Czech Republic,Poland,2022-10-01,0.0
Bras,Belgium,Luxembourg,2022-10-01,16.0
Bras - Petange,Belgium,Luxembourg,2022-10-01,
Budince,Ukraine,Slovak Republic,2022-10-01,0.0
Budince,Slovak Republic,Ukraine,2022-10-01,67.0
Bunde,Germany,Netherlands,2022-10-01,
Bunde,Netherlands,Germany,2022-10-01,944.0
Cartagena,Liquefied Natural Gas,Spain,2022-10-01,324.0
Csanadpalota,Romania,Hungary,2022-10-01,35.0
Csanadpalota,Hungary,Romania,2022-10-01,1.0
Dinxperlo (RWE),Netherlands,Germany,2022-10-01,
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2022-10-01,671.0
Dornum,Norway,Germany,2022-10-01,2044.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2022-10-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2022-10-01,89.0
Dragor,Denmark,Sweden,2022-10-01,39.0
Dravaszerdahely,Hungary,Croatia,2022-10-01,0.0
Dravaszerdahely,Croatia,Hungary,2022-10-01,110.0
Drozdowicze,Ukraine,Poland,2022-10-01,0.0
Dunkerque,Norway,France,2022-10-01,1558.0
Dunkerque (LNG),Liquefied Natural Gas,France,2022-10-01,1105.0
Easington,Norway,United Kingdom,2022-10-01,1628.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2022-10-01,57.0
Ellund,Germany,Denmark,2022-10-01,264.0
Ellund,Denmark,Germany,2022-10-01,0.0
Emden (EPT1),Norway,Netherlands,2022-10-01,
Emden (EPT1),Norway,Germany,2022-10-01,2077.0
Emden (EPT1),Netherlands,Norway,2022-10-01,
Emden (NPT),Norway,Netherlands,2022-10-01,
Emden (NPT),Norway,Germany,2022-10-01,0.0
Emden (NPT),Netherlands,Norway,2022-10-01,
Etki FSRU,Liquefied Natural Gas,Republic of Türkiye,2022-10-01,
Eynatten (EON/RWE),Germany,Belgium,2022-10-01,0.0
Eynatten (EON/RWE),Belgium,Germany,2022-10-01,2328.0
Eynatten (Wingas),Germany,Belgium,2022-10-01,0.0
Eynatten (Wingas),Belgium,Germany,2022-10-01,2302.0
Faxe,Denmark,Poland,2022-10-01,167.0
Fernana,Algeria,Tunisia,2022-10-01,
Finkenherd (EWE),Germany,Poland,2022-10-01,1.0
Fos sur Mer,Liquefied Natural Gas,France,2022-10-01,956.0
FSRU Alexandroupolis,Liquefied Natural Gas,Greece,2022-10-01,
Gate,Liquefied Natural Gas,Netherlands,2022-10-01,
Gela,Libya,Italy,2022-10-01,284.0
Giurgiu,Romania,Bulgaria,2022-10-01,1.0
Giurgiu,Bulgaria,Romania,2022-10-01,4.0
Gorizia,Slovenia,Italy,2022-10-01,0.0
Gorizia,Italy,Slovenia,2022-10-01,55.0
Griespass,Switzerland,Italy,2022-10-01,453.0
Griespass,Italy,Switzerland,2022-10-01,27.0
Gubin,Germany,Poland,2022-10-01,0.0
Haanrade (RWE),Netherlands,Germany,2022-10-01,0.0
Hermanowice,Poland,Ukraine,2022-10-01,115.0
Hilvarenbeek,Netherlands,Belgium,2022-10-01,500.0
Hilvarenbeek,Belgium,Netherlands,2022-10-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Switzerland,Austria,2022-10-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Austria,Switzerland,2022-10-01,2.0
Hora svate Kateriny,Germany,Czech Republic,2022-10-01,187.0
Hora svate Kateriny,Czech Republic,Germany,2022-10-01,0.0
Huelva,Liquefied Natural Gas,Spain,2022-10-01,324.0
Imatra,Russia,Finland,2022-10-01,0.0
Interconnector,United Kingdom,Belgium,2022-10-01,1682.0
Interconnector,Belgium,United Kingdom,2022-10-01,0.0
Interfield transfer from Blane to Ula,United Kingdom,Norway,2022-10-01,
Isaccea,Romania,Ukraine,2022-10-01,0.0
Isaccea,Ukraine,Romania,2022-10-01,0.0
Isle of Grain,Liquefied Natural Gas,United Kingdom,2022-10-01,923.0
Isle of Grain,United Kingdom,Liquefied Natural Gas,2022-10-01,
Isle of Man,United Kingdom,Isle Of Man,2022-10-01,12.0
Izmir,Liquefied Natural Gas,Republic of Türkiye,2022-10-01,509.0
Jidilovo,Bulgaria,North Macedonia,2022-10-01,5.0
Jidilovo,North Macedonia,Bulgaria,2022-10-01,0.0
Jura,France,Switzerland,2022-10-01,47.0
Kalotina (BG)/ Dimitrovgrad (RS),Serbia,Bulgaria,2022-10-01,
Kalotina (BG)/ Dimitrovgrad (RS),Bulgaria,Serbia,2022-10-01,
Kamminke,Poland,Germany,2022-10-01,0.0
Karksi,Latvia,Estonia,2022-10-01,62.0
Karksi,Estonia,Latvia,2022-10-01,0.0
Kastoria (TAP),Greece,Albania,2022-10-01,878.0
Kiefersfelden,Germany,Austria,2022-10-01,23.0
Kieménai,Lithuania,Latvia,2022-10-01,167.0
Kieménai,Latvia,Lithuania,2022-10-01,29.0
Kipi,Republic of Türkiye,Greece,2022-10-01,1062.0
Kireevo(BG)/Zaychar(RS),Bulgaria,Serbia,2022-10-01,758.0
Kireevo(BG)/Zaychar(RS),Serbia,Bulgaria,2022-10-01,
Kiskundorozsma,Hungary,Serbia,2022-10-01,0.0
Kiskundorozsma,Serbia,Hungary,2022-10-01,522.0
Kiyikoy,Russia,Republic of Türkiye,2022-10-01,278.0
Klaipeda,Liquefied Natural Gas,Lithuania,2022-10-01,287.0
Kondratki,Belarus,Poland,2022-10-01,136.0
Korneti,Estonia,Latvia,2022-10-01,30.0
Korneti,Latvia,Estonia,2022-10-01,0.0
Kotlovka,Belarus,Lithuania,2022-10-01,90.0
KrK - Omisalj,Liquefied Natural Gas,Croatia,2022-10-01,263.0
KrK - Omisalj,Croatia,Liquefied Natural Gas,2022-10-01,0.0
Kula,Greece,Bulgaria,2022-10-01,214.0
Kula,Bulgaria,Greece,2022-10-01,141.0
Laa,Czech Republic,Austria,2022-10-01,0.0
Laa,Austria,Czech Republic,2022-10-01,
Lanzhot,Slovak Republic,Czech Republic,2022-10-01,0.0
Lanzhot,Czech Republic,Slovak Republic,2022-10-01,426.0
Larrau,France,Spain,2022-10-01,
Larrau,Spain,France,2022-10-01,
Lasow,Germany,Poland,2022-10-01,79.0
Lindau,Germany,Austria,2022-10-01,16.0
Livorno,Liquefied Natural Gas,Italy,2022-10-01,202.0
Malkoclar,Republic of Türkiye,Bulgaria,2022-10-01,55.0
Malkoclar,Bulgaria,Republic of Türkiye,2022-10-01,0.0
Malkoclar2,Republic of Türkiye,Bulgaria,2022-10-01,962.0
Mallnow (Frankfurt am Oder),Germany,Poland,2022-10-01,138.0
Mallnow (Frankfurt am Oder),Poland,Germany,2022-10-01,0.0
Marmara Ereglisi,Liquefied Natural Gas,Republic of Türkiye,2022-10-01,348.0
Marmara Ereglisi,Republic of Türkiye,Liquefied Natural Gas,2022-10-01,
Mazara del Vallo,Tunisia,Italy,2022-10-01,2002.0
Mediesu Aurit,Ukraine,Romania,2022-10-01,0.0
Melendugno (TAP),Albania,Italy,2022-10-01,920.0
Melendugno (TAP),Italy,Albania,2022-10-01,0.0
Moffat,United Kingdom,Ireland,2022-10-01,262.0
Mokri Haj,Slovak Republic,Czech Republic,2022-10-01,0.0
Montoir de Bretagne,Liquefied Natural Gas,France,2022-10-01,486.0
Moravia,Czech Republic,Poland,2022-10-01,9.0
Mosonmagyarovar,Austria,Hungary,2022-10-01,367.0
Mosonmagyarovar,Hungary,Austria,2022-10-01,0.0
Murfeld,Austria,Slovenia,2022-10-01,52.0
Murgardos,Liquefied Natural Gas,Spain,2022-10-01,128.0
Musel,Liquefied Natural Gas,Spain,2022-10-01,0.0
Narva,Russia,Estonia,2022-10-01,0.0
Negru Voda,Romania,Bulgaria,2022-10-01,0.0
Negru Voda,Bulgaria,Romania,2022-10-01,197.0
Nord Stream,Russia,Germany,2022-10-01,0.0
Northern Offshore Gas Transport (NOGAT),Denmark,Netherlands,2022-10-01,112.0
Not Elsewhere Specified,Croatia,Italy,2022-10-01,3.0
Not Elsewhere Specified,Finland,Liquefied Natural Gas,2022-10-01,0.0
Not Elsewhere Specified,Liquefied Natural Gas,Finland,2022-10-01,22.0
Not Elsewhere Specified,Not Elsewhere Specified,Ukraine,2022-10-01,
Not Elsewhere Specified,Russia,Ukraine,2022-10-01,
Not Elsewhere Specified,Republic of Türkiye,Liquefied Natural Gas,2022-10-01,0.0
Not Elsewhere Specified,Ukraine,"Moldova, Republic",2022-10-01,
Nybro,Norway,Denmark,2022-10-01,11.0
Obbicht,Netherlands,Belgium,2022-10-01,
Obergailbach,Germany,France,2022-10-01,6.0
Oberkappel,Austria,Germany,2022-10-01,0.0
Oberkappel,Germany,Austria,2022-10-01,443.0
"Oberkappel, Uberackern, Storage/distribution",Germany,Austria,2022-10-01,1446.0
"Oberkappel, Uberackern, Storage/distribution",Austria,Germany,2022-10-01,4.0
Olbernhau,Germany,Czech Republic,2022-10-01,525.0
Olbernhau,Czech Republic,Germany,2022-10-01,0.0
Oltingue,France,Switzerland,2022-10-01,693.0
Oltingue,Switzerland,France,2022-10-01,154.0
Oude (H-Gas),Netherlands,Germany,2022-10-01,450.0
Oude (H-Gas),Germany,Netherlands,2022-10-01,108.0
Oude (L-Gas),Netherlands,Germany,2022-10-01,174.0
Oude (L-Gas),Germany,Netherlands,2022-10-01,
Panigaglia,Liquefied Natural Gas,Italy,2022-10-01,315.0
Petange,Belgium,Luxembourg,2022-10-01,22.0
Piombino,Liquefied Natural Gas,Italy,2022-10-01,0.0
Privalka,Belarus,Lithuania,2022-10-01,0.0
Remich,Germany,Luxembourg,2022-10-01,0.0
Revithoussa,Liquefied Natural Gas,Greece,2022-10-01,224.0
Revithoussa,Greece,Liquefied Natural Gas,2022-10-01,0.0
Rogatec,Slovenia,Croatia,2022-10-01,49.0
Rogatec,Croatia,Slovenia,2022-10-01,0.0
Ruggel,Austria,Liechtenstein,2022-10-01,1.0
s Gravenvoeren,Belgium,Netherlands,2022-10-01,
s Gravenvoeren,Netherlands,Belgium,2022-10-01,
Sagunto,Liquefied Natural Gas,Spain,2022-10-01,280.0
Sâkiai,Lithuania,Russia,2022-10-01,120.0
Samsun,Russia,Republic of Türkiye,2022-10-01,671.0
Santaka,Lithuania,Poland,2022-10-01,37.0
Santaka,Poland,Lithuania,2022-10-01,3.0
Saros FSRU,Liquefied Natural Gas,Republic of Türkiye,2022-10-01,
Sines,Liquefied Natural Gas,Portugal,2022-10-01,278.0
Snohvit,Norway,Liquefied Natural Gas,2022-10-01,0.0
South Hook,Liquefied Natural Gas,United Kingdom,2022-10-01,900.0
St Fergus (Alvheim and Edvard Greig),Norway,United Kingdom,2022-10-01,158.0
St Fergus (GB) / Gjoa Gas Pipeline (NO),Norway,United Kingdom,2022-10-01,456.0
St Fergus (GB) / Statfjord-Tampen Link (NO),Norway,United Kingdom,2022-10-01,108.0
St Fergus (Statfjord),Norway,United Kingdom,2022-10-01,517.0
St Fergus (Vesterled),Norway,United Kingdom,2022-10-01,95.0
Stara Zagora,Greece,Bulgaria,2022-10-01,97.0
Stara Zagora,Bulgaria,Greece,2022-10-01,1.0
Swinoujscie,Liquefied Natural Gas,Poland,2022-10-01,641.0
Tarifa,Morocco,Spain,2022-10-01,1.0
Tarifa,Spain,Morocco,2022-10-01,29.0
Tarvisio,Austria,Italy,2022-10-01,29.0
Tarvisio,Italy,Austria,2022-10-01,195.0
Tasnieres (L),Belgium,France,2022-10-01,369.0
Teesside,Liquefied Natural Gas,United Kingdom,2022-10-01,0.0
Teesside via CATS,Norway,United Kingdom,2022-10-01,0.0
Tegelen (OGE),Netherlands,Germany,2022-10-01,0.0
Thayngen,Germany,Switzerland,2022-10-01,0.0
Tietierowka,Belarus,Poland,2022-10-01,0.0
Turkgozu,Georgia,Republic of Türkiye,2022-10-01,761.0
Tuy,Portugal,Spain,2022-10-01,0.0
Tuy,Spain,Portugal,2022-10-01,0.0
Uberackern I,Austria,Germany,2022-10-01,
Uberackern I/II,Germany,Austria,2022-10-01,
Uberackern II,Austria,Germany,2022-10-01,0.0
Uberackern II,Germany,Austria,2022-10-01,
Ungheni,Romania,"Moldova, Republic",2022-10-01,0.0
Varska,Russia,Estonia,2022-10-01,0.0
Velke Kapusany,Ukraine,Slovak Republic,2022-10-01,1036.0
Velke Zlievce,Hungary,Slovak Republic,2022-10-01,0.0
Velke Zlievce,Slovak Republic,Hungary,2022-10-01,158.0
VIP Iberico,Portugal,Spain,2022-10-01,0.0
VIP Iberico,Spain,Portugal,2022-10-01,162.0
VIP Pirineos,France,Spain,2022-10-01,416.0
VIP Pirineos,Spain,France,2022-10-01,0.0
VIP-BENE,Belgium,Netherlands,2022-10-01,
VIP-BENE,Netherlands,Belgium,2022-10-01,
VIP-THE-ZTP,Belgium,Germany,2022-10-01,
VIP-THE-ZTP,Germany,Belgium,2022-10-01,
Virtualys,Belgium,France,2022-10-01,
Virtualys,France,Belgium,2022-10-01,
Vlieghuis (RWE),Netherlands,Germany,2022-10-01,
Vyrava,Poland,Slovak Republic,2022-10-01,0.0
Vyrava,Slovak Republic,Poland,2022-10-01,0.0
Waidhaus,Czech Republic,Germany,2022-10-01,1.0
Waidhaus,Germany,Czech Republic,2022-10-01,170.0
Wallbach,Germany,Switzerland,2022-10-01,170.0
Wallbach,Switzerland,Germany,2022-10-01,230.0
WestGasTransport (WGT) Pipeline,United Kingdom,Netherlands,2022-10-01,58.0
Winterswijk,Germany,Netherlands,2022-10-01,
Winterswijk,Netherlands,Germany,2022-10-01,329.0
Wysokoje,Belarus,Poland,2022-10-01,0.0
Zandvliet (H),Netherlands,Belgium,2022-10-01,
Zandvliet (L),Netherlands,Belgium,2022-10-01,
Zeebrugge (LNG),Belgium,Liquefied Natural Gas,2022-10-01,
Zeebrugge (LNG),Liquefied Natural Gas,Belgium,2022-10-01,1034.0
Zeebrugge (ZPT),Norway,Belgium,2022-10-01,1317.0
Zelzate (GTS),Belgium,Netherlands,2022-10-01,1183.0
Zelzate (GTS),Netherlands,Belgium,2022-10-01,0.0
Zelzate (Zebra),Belgium,Netherlands,2022-10-01,
Zevenaar,Germany,Netherlands,2022-10-01,
Zevenaar,Netherlands,Germany,2022-10-01,135.0
Adriatic LNG,Liquefied Natural Gas,Italy,2022-11-01,756.0
Almeria,Algeria,Spain,2022-11-01,569.0
Alveringem,Belgium,France,2022-11-01,0.0
Alveringem,France,Belgium,2022-11-01,654.0
Badajoz,Portugal,Spain,2022-11-01,41.0
Badajoz,Spain,Portugal,2022-11-01,34.0
Baltic Connector Inkoo/Paldiski,Finland,Estonia,2022-11-01,0.0
Baltic Connector Inkoo/Paldiski,Estonia,Finland,2022-11-01,59.0
Barcelona,Liquefied Natural Gas,Spain,2022-11-01,299.0
Basel,Germany,Switzerland,2022-11-01,0.0
Baumgarten,Slovak Republic,Austria,2022-11-01,873.0
Baumgarten,Austria,Slovak Republic,2022-11-01,138.0
Bauska,Latvia,Lithuania,2022-11-01,0.0
BBL,Netherlands,United Kingdom,2022-11-01,0.0
BBL,United Kingdom,Netherlands,2022-11-01,409.0
Beregdaróc,Ukraine,Hungary,2022-11-01,4.0
Beregdaróc,Hungary,Ukraine,2022-11-01,21.0
Bilbao,Liquefied Natural Gas,Spain,2022-11-01,491.0
Biriatou,France,Spain,2022-11-01,
Biriatou,Spain,France,2022-11-01,
Bizzarone Como,Italy,Switzerland,2022-11-01,12.0
Blaregnies (H),Belgium,France,2022-11-01,0.0
Bocholtz,Germany,Netherlands,2022-11-01,
Bocholtz,Netherlands,Germany,2022-11-01,23.0
Bocholtz-Vetschau,Netherlands,Germany,2022-11-01,
Brandov EUGAL,Germany,Czech Republic,2022-11-01,403.0
Brandov OPAL,Germany,Czech Republic,2022-11-01,0.0
Brandov OPAL,Czech Republic,Germany,2022-11-01,0.0
Branice,Czech Republic,Poland,2022-11-01,0.0
Bras,Belgium,Luxembourg,2022-11-01,52.0
Bras - Petange,Belgium,Luxembourg,2022-11-01,
Budince,Ukraine,Slovak Republic,2022-11-01,0.0
Budince,Slovak Republic,Ukraine,2022-11-01,81.0
Bunde,Germany,Netherlands,2022-11-01,
Bunde,Netherlands,Germany,2022-11-01,872.0
Cartagena,Liquefied Natural Gas,Spain,2022-11-01,260.0
Csanadpalota,Romania,Hungary,2022-11-01,93.0
Csanadpalota,Hungary,Romania,2022-11-01,2.0
Dinxperlo (RWE),Netherlands,Germany,2022-11-01,
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2022-11-01,857.0
Dornum,Norway,Germany,2022-11-01,1881.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2022-11-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2022-11-01,437.0
Dragor,Denmark,Sweden,2022-11-01,44.0
Dravaszerdahely,Hungary,Croatia,2022-11-01,0.0
Dravaszerdahely,Croatia,Hungary,2022-11-01,94.0
Drozdowicze,Ukraine,Poland,2022-11-01,78.0
Dunkerque,Norway,France,2022-11-01,1450.0
Dunkerque (LNG),Liquefied Natural Gas,France,2022-11-01,1114.0
Easington,Norway,United Kingdom,2022-11-01,1548.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2022-11-01,0.0
Ellund,Germany,Denmark,2022-11-01,81.0
Ellund,Denmark,Germany,2022-11-01,0.0
Emden (EPT1),Norway,Netherlands,2022-11-01,
Emden (EPT1),Norway,Germany,2022-11-01,1904.0
Emden (EPT1),Netherlands,Norway,2022-11-01,
Emden (NPT),Norway,Netherlands,2022-11-01,
Emden (NPT),Norway,Germany,2022-11-01,0.0
Emden (NPT),Netherlands,Norway,2022-11-01,
Etki FSRU,Liquefied Natural Gas,Republic of Türkiye,2022-11-01,
Eynatten (EON/RWE),Germany,Belgium,2022-11-01,0.0
Eynatten (EON/RWE),Belgium,Germany,2022-11-01,1941.0
Eynatten (Wingas),Germany,Belgium,2022-11-01,0.0
Eynatten (Wingas),Belgium,Germany,2022-11-01,1914.0
Faxe,Denmark,Poland,2022-11-01,169.0
Fernana,Algeria,Tunisia,2022-11-01,
Finkenherd (EWE),Germany,Poland,2022-11-01,7.0
Fos sur Mer,Liquefied Natural Gas,France,2022-11-01,1068.0
FSRU Alexandroupolis,Liquefied Natural Gas,Greece,2022-11-01,
Gate,Liquefied Natural Gas,Netherlands,2022-11-01,
Gela,Libya,Italy,2022-11-01,272.0
Giurgiu,Romania,Bulgaria,2022-11-01,0.0
Giurgiu,Bulgaria,Romania,2022-11-01,7.0
Gorizia,Slovenia,Italy,2022-11-01,0.0
Gorizia,Italy,Slovenia,2022-11-01,69.0
Griespass,Switzerland,Italy,2022-11-01,280.0
Griespass,Italy,Switzerland,2022-11-01,24.0
Gubin,Germany,Poland,2022-11-01,1.0
Haanrade (RWE),Netherlands,Germany,2022-11-01,0.0
Hermanowice,Poland,Ukraine,2022-11-01,27.0
Hilvarenbeek,Netherlands,Belgium,2022-11-01,458.0
Hilvarenbeek,Belgium,Netherlands,2022-11-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Switzerland,Austria,2022-11-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Austria,Switzerland,2022-11-01,3.0
Hora svate Kateriny,Germany,Czech Republic,2022-11-01,204.0
Hora svate Kateriny,Czech Republic,Germany,2022-11-01,0.0
Huelva,Liquefied Natural Gas,Spain,2022-11-01,549.0
Imatra,Russia,Finland,2022-11-01,0.0
Interconnector,United Kingdom,Belgium,2022-11-01,801.0
Interconnector,Belgium,United Kingdom,2022-11-01,0.0
Interfield transfer from Blane to Ula,United Kingdom,Norway,2022-11-01,
Isaccea,Romania,Ukraine,2022-11-01,0.0
Isaccea,Ukraine,Romania,2022-11-01,0.0
Isle of Grain,Liquefied Natural Gas,United Kingdom,2022-11-01,952.0
Isle of Grain,United Kingdom,Liquefied Natural Gas,2022-11-01,
Isle of Man,United Kingdom,Isle Of Man,2022-11-01,12.0
Izmir,Liquefied Natural Gas,Republic of Türkiye,2022-11-01,1339.0
Jidilovo,Bulgaria,North Macedonia,2022-11-01,34.0
Jidilovo,North Macedonia,Bulgaria,2022-11-01,0.0
Jura,France,Switzerland,2022-11-01,80.0
Kalotina (BG)/ Dimitrovgrad (RS),Serbia,Bulgaria,2022-11-01,
Kalotina (BG)/ Dimitrovgrad (RS),Bulgaria,Serbia,2022-11-01,
Kamminke,Poland,Germany,2022-11-01,1.0
Karksi,Latvia,Estonia,2022-11-01,89.0
Karksi,Estonia,Latvia,2022-11-01,0.0
Kastoria (TAP),Greece,Albania,2022-11-01,812.0
Kiefersfelden,Germany,Austria,2022-11-01,35.0
